,Translator,Work,atqui,aut,autem,certe,ceu,confestim,cum,dehinc,deinceps,demum,denique,enim,ergo,eciam,exinde,forsan,forsitan,fortassis,ideo,igitur,ita,itaque,iterum,mox,multotiens,nam,namque,nempe,nimirum,puta,quando,quemadmodum,quia,quidem,quippe,quod,quoniam,quoque,praecipue,rursum,rursus,sane,scilicet,saepe,sic,sicut,siquidem,tamquam,ut,utique,uelut,ueluti,uero,uidelicet
20,Bur,Com,0.0,4.673473838129182,2.1259720884763196,0.0,0.0,0.0,0.7453210784157983,0.0,0.8263004251923728,0.0,0.0,0.558963740361689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923329341421884,1.163355800852367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.303529562410337,1.7721933201239224,0.6143032952016281,0.17952118263581787,3.030688015690795,0.0,0.8255456271857364,0.38082148604880545,0.0,0.0,0.0,1.3550009615485554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1842229016311334,2.3850249773912062,0.0,0.0,0.45533531066962163,0.0
21,Bur,Com,0.0,4.875217118167886,2.0957125375892307,0.0,0.0,0.0,0.9131429477890776,0.0,0.8436301569332909,0.0,0.0,0.7609156082935435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5026584736382099,0.9897954050366984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8546439087504814,3.0156015963649114,0.940780319485374,0.18328622237444178,2.618211247270863,0.0,0.8428595287920272,0.3888083319866702,0.0,0.0,0.0,1.0375642190640006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0187899665329883,2.110372623974146,0.0,0.0,0.5578618931603,0.0
22,Bur,Com,0.0,5.075297518394234,2.1817212205087326,0.0,0.0,0.0,0.792182177825881,0.0,0.0,0.0,0.0,0.8911617945381535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721462183187728,0.8243335287251554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009629754458005,3.1393628073426596,0.9793902312667888,0.19080834494658172,2.7256634368931256,0.0,0.7976824921838183,0.40476514473770236,0.0,0.0,0.0,1.0801461716579148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.417447714766684,1.8589855826541126,0.0,0.0,0.483963929765654,0.0
23,Bur,Com,0.0,4.458704360999027,2.3899650880233216,0.0,0.0,0.0,0.5607293677018482,0.0,0.0,0.0,0.0,1.401755537660221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028883698788396,1.2155979585983092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142255144257229,3.7035523966198594,1.540534713923678,0.22509940602250664,2.630867870681757,0.0,0.8469339729971402,0.11937684602392305,0.0,0.0,0.0,1.2742642976424856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9944934907256266,1.3955916455612045,0.0,0.0,0.4567514828853651,0.0
24,Bur,Com,0.0,4.374713129427624,2.785284059094774,0.0,0.0,0.0,0.5663479494041079,0.0,0.0,0.0,0.0,1.5337847543778547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2470318978419392,1.227778409348512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9884007737911795,3.3665962290144416,1.5559710735187222,0.22735493155178493,2.8048533730460887,0.0,0.5702802415521654,0.12057301765568987,0.0,0.0,0.0,0.42901086426445134,0.0,0.5119565110284579,0.0,0.0,0.0,0.0,0.0,2.160356219776453,1.40957565662828,0.0,0.0,0.6919922888459032,0.0
25,Bur,Com,0.0,3.2751824541830126,3.263561327874472,0.0,0.0,0.0,1.3729631136093383,0.0,2.536893242842871,0.0,0.0,1.4301006557709839,0.0,0.48596634696669455,0.0,0.0,0.0,0.0,0.0,2.267328060911152,2.678786111162892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1733798288210773,3.6273048088911573,1.414517496729746,0.0,3.2208804739710173,0.0,0.6912479659325729,0.4384468220782145,0.0,0.0,0.0,0.5200125581742611,0.0,0.6205526180096264,0.0,0.0,0.0,0.9630195451884535,0.0,1.2220182449036134,1.2204103908386952,0.0,0.0,0.5591850313263933,0.0
26,Bur,Com,0.0,3.5409542733721686,2.9034558242245936,0.0,0.0,0.0,1.416903598208453,0.0,2.6180842940530447,0.0,0.0,1.6234567552210402,0.0,0.5015192752084753,0.0,0.0,0.0,0.0,0.0,2.5998799045004883,3.6860244261619415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4952913005966768,1.8716967646732805,2.4329798217427734,0.0,2.9546328344598196,0.0,0.8322658784893088,0.6033052392719024,0.0,0.0,0.0,0.0,0.0,0.6404128622392836,0.0,0.0,0.0,0.9938401441357605,0.0,1.4412889953059023,1.5113622706362302,0.0,0.0,0.5770812595742587,0.0
27,Bur,Com,0.0,4.082436427967141,2.5922666887237806,0.0,0.0,0.0,1.437547115141644,0.0,2.656228362234636,0.0,0.0,1.4973723996569925,0.0,0.5088261390368815,0.0,0.0,0.0,0.0,0.0,2.11020699567992,3.7397278028446186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.275615325757233,0.47474159284338585,2.468427018158792,0.0,2.62297020329725,0.0,0.8443915409389172,0.7651188367382223,0.0,0.0,0.0,0.5444738794734586,0.0,1.299486660596714,0.0,0.0,0.0,3.024959568006117,0.0,1.8278597428109749,1.7889456657271465,0.0,0.0,0.5854890205319635,0.0
28,Bur,Com,0.0,3.9981534342930383,2.524323940278576,0.0,0.0,0.0,1.2221081335537434,0.0,2.7097810584746513,0.0,0.0,1.5275611930668906,0.0,0.5190846740522586,0.0,0.0,0.0,0.0,0.0,2.6909390715674064,2.861343844173649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7738314714432005,0.4843129432120169,2.518193417830428,0.0,3.0581170009510292,0.0,0.8614154701847813,1.0927623486949087,0.0,0.0,0.0,1.1109022299499558,0.0,1.988528766214416,0.0,0.0,0.3989118212844142,3.085946320194651,0.0,1.305298085558955,1.825012920029777,0.0,0.0,0.8959397544688088,0.0
29,Bur,Com,0.0,3.7298097637206675,2.5567476364217265,0.0,0.0,0.0,1.0944806613383264,0.0,3.033490739826361,0.0,0.0,1.881047544824314,0.0,0.5810943828833475,0.0,0.0,0.0,0.0,0.0,3.0123978944747773,2.4913460235837093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8662731608768882,0.5421688308791635,3.382819312367744,0.0,2.9955089463199633,0.0,0.9643199194180024,1.0485457978437591,0.0,0.0,0.0,2.4872205943476375,0.0,1.4840519013702937,0.0,0.0,0.446565715000867,3.4545925976695573,0.0,1.2524816801941874,1.7511672419837894,0.0,0.0,0.6686456433134151,0.0
30,Bur,Com,0.0,3.8140297545632276,2.877178513400561,0.0,0.0,0.0,0.2543623397207473,0.0,0.0,0.0,0.0,1.9076251690032144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8003805043809593,1.3234291994061826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8053034679242038,0.0,3.1447310694159536,0.0,2.9835859579882777,0.0,0.7683853187268355,0.6498316431168092,0.0,0.0,0.0,2.8902075300548686,0.0,1.3796019508941606,0.0,0.0,0.41513570451867887,2.140968557271622,0.0,1.1643300128921523,1.899236833525881,0.0,0.0,0.6215852916736363,0.0
31,Bur,Com,0.0,4.092043304711457,2.567556191853903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957690497943726,0.0,0.5543733908623762,0.0,0.0,0.0,0.0,0.0,2.5864884537177137,1.3581623950435469,1.678573352978232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4793156004648322,0.0,2.1515093681990347,0.0,2.8577637314097855,0.0,1.1828272097214496,0.6668863745688983,0.0,0.0,0.0,2.9660605818229735,0.0,1.4158093917482664,0.0,0.0,0.42603087718645133,2.19715794752123,0.0,1.1948876748678616,2.2275222993061887,0.0,0.0,0.47842402648481464,0.0
32,Bur,Com,0.0,2.8624292341779216,2.7108884496073355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2966415282877755,0.0,0.5574485210884481,0.0,0.0,0.0,0.0,0.0,2.600835803274013,2.0485442600443697,1.6878844630342047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6620456387594358,0.0,2.7043048403369223,0.0,3.6946489567123364,0.0,1.4536969298102838,0.5029392139373413,0.0,0.0,0.0,2.386010745896602,0.0,1.4236629401448604,0.0,0.0,0.42839408662122963,1.1046728329963247,0.0,1.0012631351012737,2.2398784499886557,0.0,0.0,0.481077862705983,0.0
33,Bur,Com,0.0,2.7130315006754393,2.8712025725943273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990193140880964,0.0,0.5635773995634613,0.0,0.0,0.0,0.0,0.0,2.3372717710945103,2.0710670192688143,1.706441941191292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6803190314666092,0.0,3.280844846232129,0.0,3.7352698456498663,0.0,1.603286867600775,0.16948959626254292,0.0,0.0,0.0,2.4122437868832796,0.0,0.7196577148461099,0.0,0.0,0.0,1.116818179682084,0.0,0.8098172335014246,2.5475679412204784,0.0,0.0,0.16212236083671633,0.0
34,Bur,Com,0.0,1.8443863819228221,3.0246616981102714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6912285784016887,0.0,0.5224553891713558,0.0,0.0,0.0,0.0,0.0,2.4375715969559844,1.91994946282477,1.5819296323344296,0.0,0.0,0.0,0.0,0.0,0.0,1.0082603881908958,1.5577128078537656,0.0,3.5483636929424116,0.0,3.8474688902647096,0.0,1.9817351677918358,0.15712261180883572,0.0,0.0,0.0,1.67717393488697,0.0,0.6671471421162887,0.0,0.0,0.0,1.0353283810731397,0.0,1.3137741362147666,2.361682000026581,0.0,0.0,0.15029293436879174,0.0
35,Bur,Com,0.0,2.160214581576985,2.7277999576711474,0.0,0.0,0.0,0.26412351139129736,0.0,0.0,0.0,0.0,2.1458996124429817,0.0,0.5609260876998344,0.0,0.0,3.845896368675649,0.0,0.0,2.0354917044818763,2.404877794862258,1.698414100176419,0.0,0.0,0.0,0.0,0.0,1.7861517803442843,1.082503055098437,1.672414083918577,0.0,3.2654103329420785,0.3180895220867375,3.9242362717449466,0.0,1.861701698117243,0.1686922438887957,0.0,0.0,0.0,1.200447774345418,0.0,0.7162721336666658,0.0,0.0,0.4310665647349763,1.1115641838838157,0.0,1.4105131301583314,2.535583079671408,0.0,0.0,0.16135966712511873,0.0
36,Bur,Com,0.0,0.8630762242852996,3.612058063192624,0.0,0.0,0.0,0.2532623100323636,0.0,2.8077933192196265,0.0,0.0,1.582812788206114,0.0,0.0,0.0,0.0,3.687746665736501,0.0,0.0,1.9517888748838543,1.6471322787694531,0.0,0.0,0.0,0.0,0.0,0.0,1.712702226225656,1.0379887156094896,0.0,0.0,2.6092759903883787,0.30500914794150386,3.960910632340753,0.0,1.147593474505845,0.32351067231212777,0.0,0.0,0.0,1.1510833503705555,0.0,1.373635646661381,0.0,0.0,0.41334038528950384,1.0658548020838177,0.0,1.5457262477289386,2.7014618386252214,1.500939517923015,0.0,0.1547242872355184,0.0
37,Bur,Com,0.0,0.507021513552058,4.02435838021668,0.0,0.0,0.0,0.24796851878027631,0.0,4.12365553121036,0.0,0.0,1.3947553755354085,0.0,0.0,0.0,0.0,3.6106638931893524,0.0,0.0,1.9109917942978756,1.2901626028743072,0.0,0.0,0.0,0.0,0.0,0.0,1.6769026314834883,1.0162922555963252,0.0,0.0,2.043788678521851,0.2986337233511927,3.6842121722621117,0.0,0.7490706743238166,0.47512278206298364,0.0,0.0,0.0,1.6905344108301186,0.0,0.6724616793609817,0.0,0.0,0.4047005773547963,0.0,0.0,1.135062639324895,2.3804953114490774,1.4695662729704688,0.0,0.15149017759580075,0.0
38,Bur,Com,0.0,1.0193638896747728,4.203090803384612,0.0,0.0,0.0,0.4273194056964123,0.0,5.921847255588316,0.0,0.0,1.201777631082648,0.0,0.0,0.0,0.0,3.1110940142654373,0.0,0.0,1.1761341460469792,1.1116562687550264,0.0,0.0,0.0,0.0,0.0,0.0,1.4448871159552839,0.8756785030847054,0.0,0.0,0.8805054849007717,0.25731489184805517,3.5086205208993997,0.0,0.5378579858832411,0.8187700029933371,0.0,0.0,0.0,0.9710885388444199,0.0,0.5794201751730645,0.0,0.0,0.3487063822675906,0.8991871718435369,0.0,0.9780158684060655,2.051131020089046,1.2662377254301327,0.0,0.26106012560587427,0.0
39,Bur,Com,0.0,2.363404955012058,3.751788940834301,0.0,0.0,0.0,0.6935208983933577,0.0,6.407267840864375,0.0,0.0,1.7337182887180114,0.0,0.0,0.0,0.0,3.3661139450528172,0.0,0.0,0.7635259234420056,1.8041700047652824,0.0,0.0,0.0,0.0,0.0,0.0,1.5633261636397668,0.0,0.0,0.0,0.9526815254793208,0.27840728751619026,3.6154534796297884,0.0,0.23277872779644376,0.8858855155868852,0.0,0.0,0.0,0.5253448879231257,0.0,0.6269159089219963,0.0,0.0,0.37729024282057855,1.9457891432893815,0.0,0.5290924732632841,2.2192645732315923,1.3700326784655863,0.0,0.14122976118204159,0.0
40,Bur,Com,0.0,2.907776600363315,3.6967581842779027,2.6227797939447237,0.0,0.0,0.812630557383926,0.0,5.630769363502848,0.0,0.0,1.6505758886853004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44732934377403066,1.057014777769683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372258004623139,0.0,3.3361605060978605,0.0,0.6137046373768702,0.9082789527039226,0.0,0.0,0.0,0.4616782025755475,0.0,0.5509398047849207,0.0,0.0,0.0,1.7099784444772392,0.0,0.619962156081583,2.167012572254523,1.2039980572844393,0.0,0.12411408922330651,0.0
